1;102.279313;-3770908
1;102.278519;-3772770
1;102.274871;-3.773167
1;102.274592;-3.773338
1;102.273455;-3.773237
1;102.273219;-3.773794
1;102.272468;-3.773280
1;102.271846;-3.773666
1;102.270453;-3.772749
1;102.264788;-3.775189
1;102.265067;-3.776581
1;102.264981;-3.777181
1;102.265432;-3.777545
1;102.266526;-3.777844
1;102.267320;-3.777737
1;102.268071;-3.777780
1;102.268906;-3.776839
1;102.269442;-3.776560
1;102.269764;-3.776624
1;102.270086;-3.777053
1;102.270140;-3.777760
1;102.270344;-3.779954
1;102.271985;-3.780554
1;102.272554;-3.781003
1;102.274195;-3.783209 
1;102.274571;-3.783369
1;102.275225;-3.783391
1;102.276524;-3.782941
1;102.279270;-3.781785
1;102.287542;-3.781978
1;102.289356;-3.782598
3;102.279756;-3771138
3;102.288254;-3.771737
3;102.290314;-3.770967
3;102.290829;-3.769254
3;102.292202;-3.767541
3;102.295206;-3.765228
3;102.295206;-3.764029
3;102.297695;-3.758890
3;102.298554;-3.758548
3;102.300356;-3.749555
3;102.312029;-3.736279
3;102.315891;-3.734137
3;102.318209;-3.731396
3;102.327909;-3.730967
3;102.331428;-3.731909
3;102.328252;-3.737391
3;102.327651;-3.739790
3;102.325763;-3.742959
3;102.311514;-3.755379
3;102.308939;-3.755207
3;102.307566;-3.761374
3;102.304734;-3.767112
3;102.302330;-3.768568
3;102.301300;-3.771395
3;102.299155;-3.772679
3;102.298854;-3.773921
3;102.296665;-3.775977
3;102.29636;-3.780259
3;102.294348;-3.781415
3;102.292760;-3.779917
3;102.291859;-3.780388
3;102.290915;-3.782229
3;102.290099;-3.782657
3;102.289498;-3.782529
2;102.331523;-3.732161
2;102.332725;-3.742781
2;102.333326;-3.764536
2;102.331952;-3.765649
2;102.326889;-3.766591
2;102.322340;-3.772158
2;102.319937;-3.779096
2;102.320109;-3.783892
2;102.318650;-3.784663
2;102.316590;-3.782864
2;102.314100;-3.783036
2;102.314744;-3.787361
2;102.312169;-3.787404
2;102.310152;-3.785990
2;102.311139;-3.786290
2;102.312341;-3.785948
2;102.312727;-3.785177
2;102.312341;-3.783935
2;102.303972;-3.786290
2;102.302599;-3.783036
2;102.301526;-3.781494
2;102.299968;-3.780828
2;102.298561;-3.779551
2;102.298272;-3.779507
2;102.297521;-3.779833
2;102.297104;-3.780128
2;102.296444;-3.780416
2;102.296742;-3.776100
2;102.298426;-3.774763
2;102.299064;-3.773910
2;102.299409;-3.772815
2;102.300634;-3.771988
2;102.301603;-3.771670
2;102.302726;-3.768553
2;102.304846;-3.767329
2;102.308049;-3.761452
2;102.309127;-3.755424
2;102.311640;-3.755628
2;102.320304;-3.748295
2;102.321745;-3.746582
2;102.325969;-3.742966
2;102.327933;-3.739777
2;102.328571;-3.737301
2;102.330262;-3.733755
6;102.279267;-3.770849
6;102.288063;-3.771611
6;102.289088;-3.771375
6;102.290228;-3.770789
6;102.290745;-3.769162
6;102.292060;-3767649
6;102.291998;-3.767588
6;102.292480;-3.766984
6;102.294973;-3.765015
6;102.295024;-3.763934
6;102.297634;-3.758764
6;102.298474;-3758418
6;102.298666;-3.755543
6;102.300302;-3749519
6;102.306102;-3.742495
6;102.312008;-3.736330
6;102.315597;-3.734101
6;102.318191;-3.731152
6;102.317425;-3.731078
6;102.314160;-3.731453
6;102.308219;-3.733314
6;102.304106;-3735109
6;102301232;-3.737301
6;102.297326;-3.740220
6;102.294805;-3.740963
6;102.294525;-3.742853
6;102.290817;-3744699
6;102.288496;-3.747406
6;102.287147;-3.751392
6;102.286624;-3.753952
6;102.288665;-3759210
6;102.288606;-3.759879
6;102.288651;-3.761181
